Transaction,Item,date_time,weekday_weekend
2277,Muffin,29-11-2016 10:45,weekday
2278,Coffee,29-11-2016 10:48,weekday
2278,Bread,29-11-2016 10:48,weekday
2279,Farm House,29-11-2016 10:50,weekday
2280,Muffin,29-11-2016 10:53,weekday
2280,Coffee,29-11-2016 10:53,weekday
2281,Bread,29-11-2016 10:59,weekday
2281,Coffee,29-11-2016 10:59,weekday
2281,Bread,29-11-2016 10:59,weekday
2282,Coffee,29-11-2016 11:02,weekday
2283,Coffee,29-11-2016 11:03,weekday
2284,Scandinavian,29-11-2016 11:26,weekday
2284,Farm House,29-11-2016 11:26,weekday
2285,Coffee,29-11-2016 11:26,weekday
2286,Tea,29-11-2016 11:29,weekday
2287,Coffee,29-11-2016 11:34,weekday
2287,Muffin,29-11-2016 11:34,weekday
2288,Bread,29-11-2016 11:39,weekday
2289,Bread,29-11-2016 11:41,weekday
2289,Scandinavian,29-11-2016 11:41,weekday
2290,Tea,29-11-2016 11:52,weekday
2291,Medialuna,29-11-2016 12:00,weekday
2291,Coffee,29-11-2016 12:00,weekday
2294,Tea,29-11-2016 12:21,weekday
2295,Tea,29-11-2016 12:22,weekday
2295,Sandwich,29-11-2016 12:22,weekday
2296,Coffee,29-11-2016 12:25,weekday
2296,Cake,29-11-2016 12:25,weekday
2297,Coffee,29-11-2016 12:27,weekday
2297,Cake,29-11-2016 12:27,weekday
2297,Muffin,29-11-2016 12:27,weekday
2298,Cookies,29-11-2016 12:29,weekday
2300,Tea,29-11-2016 12:41,weekday
2301,Sandwich,29-11-2016 13:00,weekday
2302,Farm House,29-11-2016 13:06,weekday
2303,Cake,29-11-2016 13:39,weekday
2303,Sandwich,29-11-2016 13:39,weekday
2304,Coffee,29-11-2016 13:50,weekday
2304,Hot chocolate,29-11-2016 13:50,weekday
2304,Cake,29-11-2016 13:50,weekday
2304,Bread,29-11-2016 13:50,weekday
2305,Tea,29-11-2016 14:00,weekday
2305,Tea,29-11-2016 14:00,weekday
2305,Muffin,29-11-2016 14:00,weekday
2307,Coffee,29-11-2016 15:13,weekday
2307,Tea,29-11-2016 15:13,weekday
2307,Bread,29-11-2016 15:13,weekday
2307,Fudge,29-11-2016 15:13,weekday
2307,Jam,29-11-2016 15:13,weekday
2308,Juice,29-11-2016 15:33,weekday
2308,Tea,29-11-2016 15:33,weekday
2308,Cookies,29-11-2016 15:33,weekday
2309,Coffee,29-11-2016 15:34,weekday
2309,Bread,29-11-2016 15:34,weekday
2309,Cake,29-11-2016 15:34,weekday
2310,Coke,29-11-2016 15:44,weekday
2311,Tiffin,29-11-2016 15:45,weekday
2311,Pastry,29-11-2016 15:45,weekday
2312,Alfajores,29-11-2016 15:49,weekday
2313,Tiffin,29-11-2016 16:02,weekday
2313,Coffee,29-11-2016 16:02,weekday
2314,Bread,29-11-2016 17:24,weekday
2315,Bread,30-11-2016 08:09,weekday
2316,Medialuna,30-11-2016 08:29,weekday
2316,Bread,30-11-2016 08:29,weekday
2317,Cake,30-11-2016 08:36,weekday
2317,Bread,30-11-2016 08:36,weekday
2318,Bread,30-11-2016 08:36,weekday
2319,Farm House,30-11-2016 09:47,weekday
2320,Medialuna,30-11-2016 10:19,weekday
2320,Pastry,30-11-2016 10:19,weekday
2321,Keeping It Local,30-11-2016 10:41,weekday
2321,Cookies,30-11-2016 10:41,weekday
2321,Coffee,30-11-2016 10:41,weekday
2322,Coffee,30-11-2016 10:47,weekday
2322,Coffee,30-11-2016 10:47,weekday
2323,Coffee,30-11-2016 10:53,weekday
2323,Tea,30-11-2016 10:53,weekday
2323,Hot chocolate,30-11-2016 10:53,weekday
2324,Smoothies,30-11-2016 11:04,weekday
2325,Coffee,30-11-2016 11:05,weekday
2325,Keeping It Local,30-11-2016 11:05,weekday
2326,Coffee,30-11-2016 11:06,weekday
2327,Farm House,30-11-2016 11:06,weekday
2328,Tea,30-11-2016 11:09,weekday
2328,Tea,30-11-2016 11:09,weekday
2329,Bread,30-11-2016 11:14,weekday
2329,Medialuna,30-11-2016 11:14,weekday
2330,Pastry,30-11-2016 11:17,weekday
2330,Bread,30-11-2016 11:17,weekday
2331,Coffee,30-11-2016 11:18,weekday
2331,Pastry,30-11-2016 11:18,weekday
2332,Coffee,30-11-2016 11:21,weekday
2332,Keeping It Local,30-11-2016 11:21,weekday
2333,Coffee,30-11-2016 11:21,weekday
2334,Bread,30-11-2016 11:29,weekday
2335,Bread,30-11-2016 11:37,weekday
2335,Cookies,30-11-2016 11:37,weekday
2337,Coffee,30-11-2016 11:38,weekday
2338,Bread,30-11-2016 11:48,weekday
2339,Keeping It Local,30-11-2016 11:56,weekday
2339,Coffee,30-11-2016 11:56,weekday
2339,Fudge,30-11-2016 11:56,weekday
2339,Jam,30-11-2016 11:56,weekday
2340,Tea,30-11-2016 12:08,weekday
2340,Hot chocolate,30-11-2016 12:08,weekday
2340,Keeping It Local,30-11-2016 12:08,weekday
2340,Coffee,30-11-2016 12:08,weekday
2340,Art Tray,30-11-2016 12:08,weekday
2341,Coffee,30-11-2016 12:12,weekday
2342,Coffee,30-11-2016 12:17,weekday
2342,Cake,30-11-2016 12:17,weekday
2343,Bread,30-11-2016 12:26,weekday
2343,Bread,30-11-2016 12:26,weekday
2343,Jammie Dodgers,30-11-2016 12:26,weekday
2344,Muffin,30-11-2016 12:29,weekday
2344,Smoothies,30-11-2016 12:29,weekday
2346,Coffee,30-11-2016 12:41,weekday
2346,Coffee,30-11-2016 12:41,weekday
2346,Jammie Dodgers,30-11-2016 12:41,weekday
2346,Cookies,30-11-2016 12:41,weekday
2347,Coffee,30-11-2016 13:29,weekday
2347,Cake,30-11-2016 13:29,weekday
2347,Bread,30-11-2016 13:29,weekday
2348,Bread,30-11-2016 13:31,weekday
2348,Muffin,30-11-2016 13:31,weekday
2348,Cookies,30-11-2016 13:31,weekday
2350,Bread,30-11-2016 13:50,weekday
2351,Tea,30-11-2016 14:10,weekday
2352,Hot chocolate,30-11-2016 14:33,weekday
2352,Bread,30-11-2016 14:33,weekday
2352,Alfajores,30-11-2016 14:33,weekday
2353,Tea,30-11-2016 14:37,weekday
2354,Muffin,30-11-2016 14:50,weekday
2355,Sandwich,30-11-2016 15:15,weekday
2355,Mineral water,30-11-2016 15:15,weekday
2355,Bread,30-11-2016 15:15,weekday
2355,Coffee,30-11-2016 15:15,weekday
2355,Alfajores,30-11-2016 15:15,weekday
2355,Bread,30-11-2016 15:15,weekday
2356,Sandwich,30-11-2016 15:16,weekday
2356,Alfajores,30-11-2016 15:16,weekday
2357,Coffee,30-11-2016 15:40,weekday
2358,Coffee,30-11-2016 15:42,weekday
2358,Coffee,30-11-2016 15:42,weekday
2358,Muffin,30-11-2016 15:42,weekday
2359,Coffee,30-11-2016 15:43,weekday
2359,Tiffin,30-11-2016 15:43,weekday
2360,Coffee,30-11-2016 15:46,weekday
2360,Bread,30-11-2016 15:46,weekday
2361,Hot chocolate,30-11-2016 15:50,weekday
2361,Cookies,30-11-2016 15:50,weekday
2361,Hot chocolate,30-11-2016 15:50,weekday
2362,Tea,30-11-2016 16:01,weekday
2363,Bread,30-11-2016 16:06,weekday
2363,Hot chocolate,30-11-2016 16:06,weekday
2364,Hot chocolate,30-11-2016 16:32,weekday
2364,Fudge,30-11-2016 16:32,weekday
2365,Coffee,30-11-2016 16:43,weekday
2366,Coffee,30-11-2016 16:44,weekday
2366,Tiffin,30-11-2016 16:44,weekday
2367,Tiffin,30-11-2016 16:48,weekday
2367,Bread,30-11-2016 16:48,weekday
2367,Bread,30-11-2016 16:48,weekday
2368,Bread,1/12/2016 8:41,weekday
2369,Bread,1/12/2016 9:09,weekday
2369,Pastry,1/12/2016 9:09,weekday
2369,Jam,1/12/2016 9:09,weekday
2370,Hot chocolate,1/12/2016 9:10,weekday
2371,Coffee,1/12/2016 9:47,weekday
2371,Hot chocolate,1/12/2016 9:47,weekday
2371,Pastry,1/12/2016 9:47,weekday
2371,Bread,1/12/2016 9:47,weekday
2372,Pastry,1/12/2016 10:13,weekday
2372,Coffee,1/12/2016 10:13,weekday
2373,Bread,1/12/2016 10:40,weekday
2373,Tea,1/12/2016 10:40,weekday
2373,Muffin,1/12/2016 10:40,weekday
2373,Pastry,1/12/2016 10:40,weekday
2374,Bread,1/12/2016 10:46,weekday
2374,Coffee,1/12/2016 10:46,weekday
2374,Coffee,1/12/2016 10:46,weekday
2375,Coffee,1/12/2016 10:48,weekday
2375,Pastry,1/12/2016 10:48,weekday
2376,Tea,1/12/2016 10:49,weekday
2377,Tea,1/12/2016 10:53,weekday
2378,Tea,1/12/2016 10:54,weekday
2378,The Nomad,1/12/2016 10:54,weekday
2379,Coffee,1/12/2016 11:04,weekday
2380,Medialuna,1/12/2016 11:13,weekday
2381,Farm House,1/12/2016 11:22,weekday
2382,Bread,1/12/2016 11:32,weekday
2383,Coffee,1/12/2016 11:44,weekday
2383,Coffee,1/12/2016 11:44,weekday
2384,Farm House,1/12/2016 11:45,weekday
2385,Bread,1/12/2016 12:05,weekday
2385,Coffee,1/12/2016 12:05,weekday
2385,Pastry,1/12/2016 12:05,weekday
2385,Keeping It Local,1/12/2016 12:05,weekday
2386,Bread,1/12/2016 12:06,weekday
2386,Coffee,1/12/2016 12:06,weekday
2387,Hearty & Seasonal,1/12/2016 12:10,weekday
2388,Bread,1/12/2016 12:23,weekday
2389,Fudge,1/12/2016 12:38,weekday
2390,Scandinavian,1/12/2016 12:50,weekday
2391,Bread,1/12/2016 13:08,weekday
2391,Alfajores,1/12/2016 13:08,weekday
2391,Bread,1/12/2016 13:08,weekday
2392,Sandwich,1/12/2016 13:11,weekday
2392,Coke,1/12/2016 13:11,weekday
2392,Juice,1/12/2016 13:11,weekday
2392,Coffee,1/12/2016 13:11,weekday
2393,Farm House,1/12/2016 13:16,weekday
2395,Bread,1/12/2016 13:39,weekday
2396,Coffee,1/12/2016 13:45,weekday
2396,Medialuna,1/12/2016 13:45,weekday
2397,Pastry,1/12/2016 13:54,weekday
2397,Bread,1/12/2016 13:54,weekday
2397,Coffee,1/12/2016 13:54,weekday
2398,Sandwich,1/12/2016 13:56,weekday
2398,Coffee,1/12/2016 13:56,weekday
2399,Bread,1/12/2016 14:00,weekday
2400,Muffin,1/12/2016 14:05,weekday
2400,Bread,1/12/2016 14:05,weekday
2401,Coffee,1/12/2016 14:09,weekday
2402,Coffee,1/12/2016 14:25,weekday
2402,Muffin,1/12/2016 14:25,weekday
2403,Coffee,1/12/2016 14:26,weekday
2404,Fudge,1/12/2016 14:29,weekday
2404,Spread,1/12/2016 14:29,weekday
2406,Bread,1/12/2016 14:32,weekday
2407,Coffee,1/12/2016 14:40,weekday
2407,Pastry,1/12/2016 14:40,weekday
2407,Bread,1/12/2016 14:40,weekday
2408,Coffee,1/12/2016 14:54,weekday
2408,Cake,1/12/2016 14:54,weekday
2409,Coffee,1/12/2016 14:57,weekday
2410,Bread,1/12/2016 15:07,weekday
2412,Tea,1/12/2016 15:25,weekday
2413,Coffee,1/12/2016 15:41,weekday
2414,Hot chocolate,1/12/2016 16:04,weekday
2414,Coffee,1/12/2016 16:04,weekday
2414,Cake,1/12/2016 16:04,weekday
2415,Tea,1/12/2016 16:26,weekday
2415,Bread,1/12/2016 16:26,weekday
2416,Cake,1/12/2016 17:30,weekday
2417,Medialuna,1/12/2016 17:35,weekday
2418,Coffee,2/12/2016 8:17,weekday
2418,Pastry,2/12/2016 8:17,weekday
2419,Coffee,2/12/2016 8:28,weekday
2420,Coffee,2/12/2016 8:31,weekday
2421,Bread,2/12/2016 8:36,weekday
2422,Coffee,2/12/2016 8:54,weekday
2422,Cake,2/12/2016 8:54,weekday
2423,Bread,2/12/2016 8:59,weekday
2424,Coffee,2/12/2016 9:08,weekday
2425,Coffee,2/12/2016 9:10,weekday
2426,Tea,2/12/2016 9:11,weekday
2427,Keeping It Local,2/12/2016 9:16,weekday
2427,Coffee,2/12/2016 9:16,weekday
2428,Sandwich,2/12/2016 9:19,weekday
2428,Tea,2/12/2016 9:19,weekday
2429,Coffee,2/12/2016 9:20,weekday
2430,Coffee,2/12/2016 9:22,weekday
2430,Coffee,2/12/2016 9:22,weekday
2431,Coffee,2/12/2016 9:24,weekday
2432,Bread,2/12/2016 9:30,weekday
2433,Tea,2/12/2016 9:42,weekday
2433,Bread,2/12/2016 9:42,weekday
2434,Pastry,2/12/2016 9:43,weekday
2434,Coffee,2/12/2016 9:43,weekday
2435,Coffee,2/12/2016 9:59,weekday
2435,Bread,2/12/2016 9:59,weekday
2435,Pastry,2/12/2016 9:59,weekday
2436,Coffee,2/12/2016 10:18,weekday
2436,Medialuna,2/12/2016 10:18,weekday
2437,Tea,2/12/2016 10:25,weekday
2437,Coffee,2/12/2016 10:25,weekday
2438,Bread,2/12/2016 10:35,weekday
2439,Coffee,2/12/2016 10:36,weekday
2440,Coffee,2/12/2016 10:38,weekday
2440,Coffee,2/12/2016 10:38,weekday
2440,Medialuna,2/12/2016 10:38,weekday
2440,Pastry,2/12/2016 10:38,weekday
2440,Cookies,2/12/2016 10:38,weekday
2441,Bread,2/12/2016 10:41,weekday
2441,Cake,2/12/2016 10:41,weekday
2442,Bread,2/12/2016 11:00,weekday
2442,Coffee,2/12/2016 11:00,weekday
2443,Bread,2/12/2016 11:04,weekday
2444,Coffee,2/12/2016 11:14,weekday
2445,Toast,2/12/2016 11:22,weekday
2446,Hot chocolate,2/12/2016 11:25,weekday
2446,Hot chocolate,2/12/2016 11:25,weekday
2447,Fudge,2/12/2016 11:32,weekday
2447,Scandinavian,2/12/2016 11:32,weekday
2448,Medialuna,2/12/2016 12:05,weekday
2448,Coffee,2/12/2016 12:05,weekday
2449,Coffee,2/12/2016 12:24,weekday
2449,Pastry,2/12/2016 12:24,weekday
2450,Coffee,2/12/2016 12:37,weekday
2450,Medialuna,2/12/2016 12:37,weekday
2450,Cake,2/12/2016 12:37,weekday
2451,Sandwich,2/12/2016 12:52,weekday
2451,Farm House,2/12/2016 12:52,weekday
2451,Fudge,2/12/2016 12:52,weekday
2452,Sandwich,2/12/2016 12:59,weekday
2452,Scone,2/12/2016 12:59,weekday
2453,Sandwich,2/12/2016 13:01,weekday
2453,Bread,2/12/2016 13:01,weekday
2454,Sandwich,2/12/2016 13:02,weekday
2457,Coffee,2/12/2016 13:06,weekday
2458,Sandwich,2/12/2016 13:18,weekday
2458,Sandwich,2/12/2016 13:18,weekday
2458,Bread,2/12/2016 13:18,weekday
2459,Sandwich,2/12/2016 13:21,weekday
2459,Coke,2/12/2016 13:21,weekday
2460,Sandwich,2/12/2016 13:22,weekday
2460,Coke,2/12/2016 13:22,weekday
2461,Sandwich,2/12/2016 13:24,weekday
2462,Sandwich,2/12/2016 13:35,weekday
2462,Scone,2/12/2016 13:35,weekday
2463,Hot chocolate,2/12/2016 13:37,weekday
2464,Coffee,2/12/2016 13:40,weekday
2464,Muffin,2/12/2016 13:40,weekday
2466,Bread,2/12/2016 13:57,weekday
2467,Bread,2/12/2016 14:01,weekday
2468,Bread,2/12/2016 14:05,weekday
2469,Coffee,2/12/2016 14:08,weekday
2469,Alfajores,2/12/2016 14:08,weekday
2470,Bread,2/12/2016 14:30,weekday
2470,Sandwich,2/12/2016 14:30,weekday
2471,Bread,2/12/2016 14:45,weekday
2471,Scone,2/12/2016 14:45,weekday
2472,Coffee,2/12/2016 14:47,weekday
2472,Medialuna,2/12/2016 14:47,weekday
2473,Cake,2/12/2016 14:48,weekday
2474,Truffles,2/12/2016 15:26,weekday
2475,Cake,2/12/2016 15:33,weekday
2475,Coffee,2/12/2016 15:33,weekday
2476,Scone,2/12/2016 15:42,weekday
2477,Scone,2/12/2016 15:52,weekday
2477,Hot chocolate,2/12/2016 15:52,weekday
2477,Mineral water,2/12/2016 15:52,weekday
2477,Cookies,2/12/2016 15:52,weekday
2478,Coffee,2/12/2016 15:55,weekday
2478,Tea,2/12/2016 15:55,weekday
2478,Scone,2/12/2016 15:55,weekday
2479,Bread,2/12/2016 15:55,weekday
2481,Coffee,2/12/2016 16:51,weekday
2482,Bread,2/12/2016 18:09,weekday
2486,Jam,3/12/2016 8:30,weekend
2486,Bread,3/12/2016 8:30,weekend
2486,Scandinavian,3/12/2016 8:30,weekend
2487,Bread,3/12/2016 9:14,weekend
2487,Bread,3/12/2016 9:14,weekend
2487,Scandinavian,3/12/2016 9:14,weekend
2488,Coffee,3/12/2016 9:33,weekend
2488,Medialuna,3/12/2016 9:33,weekend
2489,Pastry,3/12/2016 9:35,weekend
2489,Bread,3/12/2016 9:35,weekend
2490,Bread,3/12/2016 9:39,weekend
2491,Farm House,3/12/2016 9:43,weekend
2492,Scone,3/12/2016 9:45,weekend
2492,Hot chocolate,3/12/2016 9:45,weekend
2492,Coffee,3/12/2016 9:45,weekend
2492,Coffee,3/12/2016 9:45,weekend
2493,Farm House,3/12/2016 9:54,weekend
2493,Pastry,3/12/2016 9:54,weekend
2493,Medialuna,3/12/2016 9:54,weekend
2493,Hot chocolate,3/12/2016 9:54,weekend
2493,Coffee,3/12/2016 9:54,weekend
2494,Bread,3/12/2016 9:57,weekend
2495,Bread,3/12/2016 10:01,weekend
2495,Bread,3/12/2016 10:01,weekend
2495,Coffee,3/12/2016 10:01,weekend
2496,Coffee,3/12/2016 10:03,weekend
2496,Scandinavian,3/12/2016 10:03,weekend
2497,Bread,3/12/2016 10:06,weekend
2498,Coffee,3/12/2016 10:07,weekend
2498,Medialuna,3/12/2016 10:07,weekend
2498,Pastry,3/12/2016 10:07,weekend
2499,Bread,3/12/2016 10:08,weekend
2499,Scandinavian,3/12/2016 10:08,weekend
2500,Coffee,3/12/2016 10:10,weekend
2500,Scone,3/12/2016 10:10,weekend
2501,Coffee,3/12/2016 10:12,weekend
2502,Bread,3/12/2016 10:18,weekend
2503,Bread,3/12/2016 10:38,weekend
2503,Pastry,3/12/2016 10:38,weekend
2504,Coffee,3/12/2016 10:45,weekend
2504,Bread,3/12/2016 10:45,weekend
2505,Bread,3/12/2016 10:49,weekend
2506,Bread,3/12/2016 10:53,weekend
2507,Coffee,3/12/2016 10:58,weekend
2508,Coffee,3/12/2016 11:03,weekend
2508,Scone,3/12/2016 11:03,weekend
2509,Cake,3/12/2016 11:04,weekend
2510,Coffee,3/12/2016 11:05,weekend
2511,Bread,3/12/2016 11:08,weekend
2511,Fudge,3/12/2016 11:08,weekend
2512,Medialuna,3/12/2016 11:16,weekend
2512,Bread,3/12/2016 11:16,weekend
2512,Farm House,3/12/2016 11:16,weekend
2513,Muffin,3/12/2016 11:18,weekend
2513,Scone,3/12/2016 11:18,weekend
2514,Coffee,3/12/2016 11:20,weekend
2515,Coffee,3/12/2016 11:21,weekend
2515,Alfajores,3/12/2016 11:21,weekend
2515,Scone,3/12/2016 11:21,weekend
2516,Coffee,3/12/2016 11:22,weekend
2517,Tea,3/12/2016 11:23,weekend
2517,Scone,3/12/2016 11:23,weekend
2518,Juice,3/12/2016 11:27,weekend
2518,Tea,3/12/2016 11:27,weekend
2518,Cake,3/12/2016 11:27,weekend
2519,Coffee,3/12/2016 11:30,weekend
2519,Tartine,3/12/2016 11:30,weekend
2519,Fudge,3/12/2016 11:30,weekend
2519,Jam,3/12/2016 11:30,weekend
2520,Bread,3/12/2016 11:31,weekend
2521,Coffee,3/12/2016 11:38,weekend
2521,Medialuna,3/12/2016 11:38,weekend
2522,Tea,3/12/2016 11:41,weekend
2522,Bread,3/12/2016 11:41,weekend
2522,Bread,3/12/2016 11:41,weekend
2523,Coke,3/12/2016 11:45,weekend
2524,Coffee,3/12/2016 11:50,weekend
2524,Medialuna,3/12/2016 11:50,weekend
2525,Bread,3/12/2016 11:58,weekend
2526,Truffles,3/12/2016 12:24,weekend
2526,Bread,3/12/2016 12:24,weekend
2527,Coffee,3/12/2016 12:34,weekend
2527,Bread,3/12/2016 12:34,weekend
2527,Tea,3/12/2016 12:34,weekend
2527,Pastry,3/12/2016 12:34,weekend
2527,Cake,3/12/2016 12:34,weekend
2528,Sandwich,3/12/2016 12:43,weekend
2529,Hot chocolate,3/12/2016 12:45,weekend
2530,Coffee,3/12/2016 12:47,weekend
2530,Sandwich,3/12/2016 12:47,weekend
2530,Sandwich,3/12/2016 12:47,weekend
2532,Sandwich,3/12/2016 12:50,weekend
2532,Tea,3/12/2016 12:50,weekend
2532,Coffee,3/12/2016 12:50,weekend
2533,Coffee,3/12/2016 12:55,weekend
2533,Scone,3/12/2016 12:55,weekend
2534,Cake,3/12/2016 12:56,weekend
2535,Bread,3/12/2016 13:10,weekend
2535,Cookies,3/12/2016 13:10,weekend
2536,Coffee,3/12/2016 13:17,weekend
2536,Sandwich,3/12/2016 13:17,weekend
2537,Cake,3/12/2016 13:18,weekend
2537,Scone,3/12/2016 13:18,weekend
2537,Coffee,3/12/2016 13:18,weekend
2538,Mineral water,3/12/2016 13:21,weekend
2538,Bread,3/12/2016 13:21,weekend
2539,Coffee,3/12/2016 13:26,weekend
2539,Bread,3/12/2016 13:26,weekend
2540,Muffin,3/12/2016 13:28,weekend
2540,Cake,3/12/2016 13:28,weekend
2540,Scone,3/12/2016 13:28,weekend
2541,Tea,3/12/2016 13:38,weekend
2541,Scone,3/12/2016 13:38,weekend
2543,Muffin,3/12/2016 13:45,weekend
2543,Pastry,3/12/2016 13:45,weekend
2545,Muffin,3/12/2016 13:53,weekend
2545,Cake,3/12/2016 13:53,weekend
2545,Coffee,3/12/2016 13:53,weekend
2545,Coffee,3/12/2016 13:53,weekend
2546,Cake,3/12/2016 14:03,weekend
2547,Tea,3/12/2016 14:05,weekend
2547,Bread,3/12/2016 14:05,weekend
2547,Scone,3/12/2016 14:05,weekend
2547,Cake,3/12/2016 14:05,weekend
2548,Coffee,3/12/2016 14:07,weekend
2548,Medialuna,3/12/2016 14:07,weekend
2549,Jam,3/12/2016 14:12,weekend
2549,Fudge,3/12/2016 14:12,weekend
2550,Scone,3/12/2016 14:13,weekend
2550,Pastry,3/12/2016 14:13,weekend
2551,Fudge,3/12/2016 14:21,weekend
2551,Hot chocolate,3/12/2016 14:21,weekend
2552,Cake,3/12/2016 14:28,weekend
2552,Sandwich,3/12/2016 14:28,weekend
2552,Sandwich,3/12/2016 14:28,weekend
2552,Juice,3/12/2016 14:28,weekend
2552,Coffee,3/12/2016 14:28,weekend
2552,Coffee,3/12/2016 14:28,weekend
2552,Sandwich,3/12/2016 14:28,weekend
2553,Bread,3/12/2016 14:29,weekend
2554,Juice,3/12/2016 14:34,weekend
2554,Coffee,3/12/2016 14:34,weekend
2554,Coffee,3/12/2016 14:34,weekend
2555,Scone,3/12/2016 14:37,weekend
2555,Bread,3/12/2016 14:37,weekend
2555,Coffee,3/12/2016 14:37,weekend
2555,Hot chocolate,3/12/2016 14:37,weekend
2556,Coffee,3/12/2016 14:41,weekend
2556,Scone,3/12/2016 14:41,weekend
2556,Muffin,3/12/2016 14:41,weekend
2556,Hot chocolate,3/12/2016 14:41,weekend
2557,Bread,3/12/2016 14:47,weekend
2558,Medialuna,3/12/2016 14:50,weekend
2559,Cake,3/12/2016 14:55,weekend
2559,Alfajores,3/12/2016 14:55,weekend
2560,Hot chocolate,3/12/2016 14:57,weekend
2561,Coffee,3/12/2016 15:17,weekend
2561,Coffee,3/12/2016 15:17,weekend
2562,Coffee,3/12/2016 15:25,weekend
2563,Coffee,3/12/2016 15:37,weekend
2563,Tea,3/12/2016 15:37,weekend
2564,Jam,3/12/2016 15:39,weekend
2564,Cake,3/12/2016 15:39,weekend
2564,Bread,3/12/2016 15:39,weekend
2564,Coffee,3/12/2016 15:39,weekend
2565,Coffee,3/12/2016 15:42,weekend
2566,Tea,3/12/2016 15:43,weekend
2566,Scone,3/12/2016 15:43,weekend
2567,Bread,3/12/2016 15:45,weekend
2568,Bread,3/12/2016 15:46,weekend
2569,Smoothies,3/12/2016 15:48,weekend
2569,Muffin,3/12/2016 15:48,weekend
2569,Hot chocolate,3/12/2016 15:48,weekend
2569,Toast,3/12/2016 15:48,weekend
2570,Alfajores,3/12/2016 15:50,weekend
2570,Muffin,3/12/2016 15:50,weekend
2570,Medialuna,3/12/2016 15:50,weekend
2571,Bread,3/12/2016 16:03,weekend
2571,Coffee,3/12/2016 16:03,weekend
2571,Scone,3/12/2016 16:03,weekend
2572,Tea,3/12/2016 16:08,weekend
2572,Juice,3/12/2016 16:08,weekend
2573,Coffee,3/12/2016 16:13,weekend
2573,Coffee,3/12/2016 16:13,weekend
2573,Bread,3/12/2016 16:13,weekend
2574,Pastry,3/12/2016 16:16,weekend
2575,Bread,3/12/2016 16:22,weekend
2575,Tea,3/12/2016 16:22,weekend
2575,Pastry,3/12/2016 16:22,weekend
2576,Coffee,3/12/2016 16:37,weekend
2576,Medialuna,3/12/2016 16:37,weekend
2577,Coffee,4/12/2016 9:23,weekend
2577,Medialuna,4/12/2016 9:23,weekend
2578,Bread,4/12/2016 9:25,weekend
2579,Pastry,4/12/2016 10:13,weekend
2579,Bread,4/12/2016 10:13,weekend
2580,Bread,4/12/2016 10:14,weekend
2580,Toast,4/12/2016 10:14,weekend
2581,Bread,4/12/2016 10:33,weekend
2581,Medialuna,4/12/2016 10:33,weekend
2581,Toast,4/12/2016 10:33,weekend
2582,Coffee,4/12/2016 10:48,weekend
2582,Scone,4/12/2016 10:48,weekend
2582,Pastry,4/12/2016 10:48,weekend
2583,Coffee,4/12/2016 10:51,weekend
2583,Tea,4/12/2016 10:51,weekend
2583,Muffin,4/12/2016 10:51,weekend
2583,Muffin,4/12/2016 10:51,weekend
2584,Coffee,4/12/2016 10:52,weekend
2584,Toast,4/12/2016 10:52,weekend
2585,Coffee,4/12/2016 10:54,weekend
2585,Coffee,4/12/2016 10:54,weekend
2585,Medialuna,4/12/2016 10:54,weekend
2585,Pastry,4/12/2016 10:54,weekend
2586,Bread,4/12/2016 11:07,weekend
2586,Ella's Kitchen Pouches,4/12/2016 11:07,weekend
2587,Coffee,4/12/2016 11:24,weekend
2587,Toast,4/12/2016 11:24,weekend
2588,Bread,4/12/2016 11:35,weekend
2588,Medialuna,4/12/2016 11:35,weekend
2589,Hot chocolate,4/12/2016 11:47,weekend
2589,Tea,4/12/2016 11:47,weekend
2590,Bread,4/12/2016 11:49,weekend
2590,Muffin,4/12/2016 11:49,weekend
2591,Coffee,4/12/2016 11:53,weekend
2591,Bread,4/12/2016 11:53,weekend
2591,Coffee,4/12/2016 11:53,weekend
2592,Farm House,4/12/2016 11:56,weekend
2593,Coffee,4/12/2016 11:57,weekend
2593,Coffee,4/12/2016 11:57,weekend
2594,Bread,4/12/2016 12:04,weekend
2594,Alfajores,4/12/2016 12:04,weekend
2594,Cookies,4/12/2016 12:04,weekend
2595,Coffee,4/12/2016 12:06,weekend
2595,Medialuna,4/12/2016 12:06,weekend
2595,Pastry,4/12/2016 12:06,weekend
2595,Alfajores,4/12/2016 12:06,weekend
2596,Bread,4/12/2016 12:13,weekend
2596,Coffee,4/12/2016 12:13,weekend
2597,Bread,4/12/2016 12:31,weekend
2598,Coffee,4/12/2016 12:33,weekend
2598,Truffles,4/12/2016 12:33,weekend
2599,Coffee,4/12/2016 12:35,weekend
2599,Fudge,4/12/2016 12:35,weekend
2599,Fudge,4/12/2016 12:35,weekend
2599,Bread,4/12/2016 12:35,weekend
2600,Bread,4/12/2016 12:40,weekend
2601,Coffee,4/12/2016 12:46,weekend
2601,Bread,4/12/2016 12:46,weekend
2602,Bread,4/12/2016 12:47,weekend
2603,Coffee,4/12/2016 13:11,weekend
2603,Medialuna,4/12/2016 13:11,weekend
2603,Crepes,4/12/2016 13:11,weekend
2603,Alfajores,4/12/2016 13:11,weekend
2604,Coffee,4/12/2016 13:14,weekend
2604,Coffee,4/12/2016 13:14,weekend
2604,Cake,4/12/2016 13:14,weekend
